,id,year,debt,threat,rec1,rec2,rd_ratio,se,log_assets,mkt_share,mkt_growth
3018,127.0,25.0,24.926,38.665699,0,0,0.14602810665507085,0.002059177329068375,5.298717286569364,0.0128169444114202,0.002734617138447884
3023,74.0,25.0,38.155,68.930603,0,0,0.20823488130063006,-0.1722819872340247,5.4748010829292815,0.05403925535724045,0.002734617138447884
3024,102.0,25.0,14.792,9.3366003,0,0,0.21275333274476912,-0.25672005160122574,4.142864848707985,0.020086626715891454,0.002734617138447884
3028,110.0,25.0,0.137,1.054,0,0,0.17359065183635963,0.07780828992233377,3.743178227521315,0.007994471859569254,0.002734617138447884
3030,362.0,25.0,0.0,1.4188,0,0,0.008612164998385534,0.00018576532609028873,6.318000077783207,0.3012773606505377,0.002734617138447884
3031,250.0,25.0,5936.5,6.8355999,0,0,0.21549257037516076,-0.11106849261929146,10.138120843265309,3.40808158188672,0.002734617138447884
3037,63.0,25.0,0.0,16.5079,0,0,0.42627048042210497,-0.11214192626953125,2.508623176405316,0.0009122569688598055,0.002734617138447884
3043,76.0,25.0,0.848,1.1939,0,0,0.5672443805343224,-0.193449069907635,4.347719828479886,0.006694613346039773,0.002734617138447884
3049,125.0,25.0,72.5,56.1642,0,0,1.429440905874027,-0.0015300305545442403,5.379846661011375,0.0017898071327393855,0.002734617138447884
3052,121.0,25.0,109.737,1.1294,0,0,0.0003840231057066214,0.005443712199808653,6.205434146109194,0.13391608034903008,0.002734617138447884
3055,145.0,25.0,32909.0,21.4603,0,0,0.1532238522191362,-0.03211601911906763,11.979310053380576,13.590627494702023,0.002734617138447884
3057,147.0,25.0,27684.0,1.3009,0,0,0.14587955528860888,-0.06080913215738065,11.937892501574447,20.667269029867203,0.002734617138447884
3069,175.0,25.0,0.0,1.0287,0,0,0.04010750287647473,-0.010863529952797445,4.747086328147007,0.02950382424530705,0.002734617138447884
3074,114.0,25.0,2.648,3.9423001,0,0,0.5159724761736675,-0.32421410931747374,2.8710190293803497,0.0028707847739848145,0.002734617138447884
3079,266.0,25.0,3052.2,6.0496998,0,0,0.04799543715789251,-0.00618205746854344,9.304140321046853,1.1987021104009836,0.002734617138447884
3080,77.0,25.0,0.0,75.680603,0,0,1.4008096099970155,-0.2915156340939651,6.904289279338962,0.05262818306716848,0.002734617138447884
3083,57.0,25.0,0.0,5.6657,0,0,0.07783788355454445,-0.04120645359699232,7.170634795299977,0.1806195331382968,0.002734617138447884
3088,71.0,25.0,0.0,1.9364001,0,0,0.15895814886928522,-0.13731373195536467,5.329302335795804,0.04657957229557818,0.002734617138447884
3094,108.0,25.0,0.0,22.3361,0,0,0.15058277782522508,-0.12912470922668862,6.244178551081307,0.1127180758707426,0.002734617138447884
3099,100.0,25.0,263.709,42.9133,0,0,0.04971546768246868,-0.02971823041122613,6.08639056222141,0.08698842666627796,0.002734617138447884
3124,88.0,25.0,44.194,22.4568,0,0,0.2311451339417133,-0.035172601039650746,4.487242139818192,0.004302883814519244,0.002734617138447884
3126,444.0,25.0,0.0,71.3964,0,0,0.8634626851993279,-0.35834406174563255,7.315437261341089,0.16585799431061227,0.002734617138447884
3142,193.0,25.0,0.0,1.2689,0,0,0.007675228200981332,-0.004662825879719816,5.262773087023145,0.09241890164114015,0.002734617138447884
3144,423.0,25.0,0.408,3.6162,0,0,0.3840782122905028,-0.04989585744040732,3.0729247693838966,0.0007255495581267656,0.002734617138447884
3146,513.0,25.0,0.0,1.383,0,0,0.07764663060775993,-0.051591238438022574,5.031012919448057,0.026743999913521787,0.002734617138447884
3147,105.0,25.0,414.683,1.4268,0,0,0.1301078972115806,0.010613677629840482,7.332288103883022,0.10587019524723543,0.002734617138447884
3161,416.0,25.0,12.178,68.1996,0,0,0.2134591825500746,-0.11773792331500134,7.260020715316038,0.2163034486791703,0.002734617138447884
3165,271.0,25.0,24574.0,2.6823001,0,0,0.22678175984091833,-0.06958775029446408,11.061547299847657,5.605529005820861,0.002734617138447884
3169,246.0,25.0,581.55,48.5261,0,0,0.4647845499257284,-0.2198204325462888,8.739680207258191,0.772060983484098,0.002734617138447884
3170,81.0,25.0,0.0,4.6627002,0,0,0.04983737967738756,-0.02877668139218034,3.8803672060241348,0.007711244064183177,0.002734617138447884
3176,464.0,25.0,0.14,1.0,0,0,0.14796836269926886,-0.021639996757661335,4.560277417097355,0.004227136845985758,0.002734617138447884
3181,181.0,25.0,253.535,1.0833,0,0,0.01787119310287377,-0.008204504123135276,6.786553280326956,0.24632888833655245,0.002734617138447884
3182,20.0,25.0,0.035,29.237499,0,0,0.1402599568724162,-0.07332072197561386,5.076254481104068,0.02126412474178992,0.002734617138447884
3191,524.0,25.0,1563.025,55.269901,0,0,0.11984418183298942,-0.036363279575192885,8.557085025471345,0.4790354823855377,0.002734617138447884
3198,59.0,25.0,35002.0,28.8158,0,0,0.3283058040484841,-0.16263984364469605,10.991241097869361,8.297459733703198,0.002734617138447884
3201,117.0,25.0,40.332,50.186001,0,0,0.27926358815061747,0.047041675896240163,4.228584037430304,0.006687519984437975,0.002734617138447884
3207,124.0,25.0,21.156,24.2976,0,0,0.08221129449781964,-0.03348646278042906,4.7194359321164345,0.01458167144421037,0.002734617138447884
3208,317.0,25.0,24077.0,16.681999,0,0,0.05274463007159905,0.001200295457343346,10.388749184170845,2.1229417936809694,0.002734617138447884
3213,75.0,25.0,0.0,12.6886,0,0,0.019627991879612748,0.06311818418826383,5.929317829991998,0.09072181487790998,0.002734617138447884
3214,434.0,25.0,11.235,6.0388999,0,0,0.3686428984036533,-0.2720483886315657,3.457483192672747,0.00649067919998808,0.002734617138447884
3222,482.0,25.0,0.0,8.3076,0,0,0.31914233685518956,0.052175348798811166,2.494279256034665,0.00407614957760463,0.002734617138447884
3225,103.0,25.0,43.217,57.190399,0,0,0.17020085620548933,-0.07101484756234454,4.712741256568058,0.01266367713395278,0.002734617138447884
3235,66.0,25.0,58.396,33.221298,0,0,0.577137119139527,-0.3849265969991461,4.994221318828001,0.027038881088682246,0.002734617138447884
3239,83.0,25.0,0.0,19.3948,0,0,0.17757577070580427,-0.12955355736693128,4.948483256373829,0.027479682845365404,0.002734617138447884
3250,123.0,25.0,19.418,14.6119,0,0,0.3813991437420295,-0.26077550156588,3.433115857230429,0.005562208833181308,0.002734617138447884
3252,55.0,25.0,110.476,30.832899,0,0,0.5746033392097895,-0.11669421861908105,6.090381849778949,0.02442903068790643,0.002734617138447884
3257,529.0,25.0,0.0,19.0464,0,0,0.08967492651076736,-0.05114832207326177,7.051698034781954,0.21743407985162833,0.002734617138447884
3259,507.0,25.0,0.0,35.827999,0,0,0.22573764227052892,-0.12854605732695032,5.805526458539485,0.04892342163628656,0.002734617138447884
3262,227.0,25.0,0.0,1.1762,0,0,0.06574815114983285,-0.027888358611740386,3.816986788092677,0.005001326597953424,0.002734617138447884
3263,378.0,25.0,6.031,1.1490999,0,0,0.02616009996390628,-0.02003170365351673,5.052749253670126,0.03228644866795523,0.002734617138447884
3272,112.0,25.0,0.0,29.8211,0,0,0.03679278752843458,-0.048463169298876445,4.673492165810883,0.036417065129287954,0.002734617138447884
3275,340.0,25.0,0.0,11.6589,0,0,0.701413243177388,-0.29487811574480466,5.260236403632621,0.02079368286698496,0.002734617138447884
3280,500.0,25.0,47.743,21.5555,0,0,0.1722114764667956,-0.09512864418276763,5.877060483789257,0.051079803563233155,0.002734617138447884
3281,304.0,25.0,221.658,2.9403,0,0,0.0878782229560837,-0.039163635935428855,6.347548566485181,0.06658665202779232,0.002734617138447884
3282,19.0,25.0,0.0,17.9487,0,0,0.08941197185036012,-0.049076119130084826,5.754383696283302,0.04604174348555613,0.002734617138447884
3286,394.0,25.0,446.107,14.9554,0,0,0.02914876964062415,-0.007763172620719374,6.838261567810212,0.06989367854028772,0.002734617138447884
3288,116.0,25.0,49.216,23.364901,0,0,0.055528847396471424,-0.06090616943022276,5.097901083164833,0.04900727530379354,0.002734617138447884
3292,85.0,25.0,247.7,1.9400001,0,0,0.0640809428177219,-0.021544670557434274,7.513927445527675,0.16524999188760098,0.002734617138447884
3295,400.0,25.0,9.24,1.0515,0,0,0.14516422901459852,-0.2278340940092166,2.3841650799864684,0.00555308879683614,0.002734617138447884
3300,115.0,25.0,0.0,34.601501,0,0,1.1753653444676406,-0.22697953004673202,3.413981976021575,0.0023055958549272676,0.002734617138447884
3303,27.0,25.0,8.422,2.3741,0,0,0.320134716912434,-0.10659619318077662,3.488322641055827,0.0027831310913340253,0.002734617138447884
3304,104.0,25.0,73.357,30.243099,0,0,0.19931768961475466,-0.19075515249598202,5.591624836738806,0.06527260679105924,0.002734617138447884
3305,97.0,25.0,0.0,12.2974,0,0,0.2506112469437653,-0.1386138613861386,-0.9063404010209869,0.00020722749250966978,0.002734617138447884
3307,96.0,25.0,75.852,11.0471,0,0,0.42990133988720297,-0.2222795457292399,5.645302010822561,0.03741722911514147,0.002734617138447884
3315,321.0,25.0,294.446,53.030602,0,0,0.11292305954320495,-0.0173657199972199,5.710913653914987,0.01648243901914931,0.002734617138447884
3318,149.0,25.0,19806.0,22.874399,0,0,0.23057644110275688,-0.09259774677202706,11.32221280110167,10.714522699515863,0.002734617138447884
3320,111.0,25.0,0.0,21.290001,0,0,0.23687895712718054,-0.14429641815283753,3.5040848418375834,0.006694866680382694,0.002734617138447884
3322,240.0,25.0,54.155,3.0051,0,0,0.09889044870137952,-0.06293504853225129,6.6925439343688575,0.1323127272926808,0.002734617138447884
3325,283.0,24.0,1316.001,1.0946,0,0,0.023199272441637313,-0.009594768528329143,8.556478133276041,0.6655500261275779,0.08478352536072764
3326,132.0,25.0,38.963,25.681999,0,0,0.09707475442397977,-0.03375661387082103,4.9310219386822896,0.014029655910984736,0.002734617138447884
3327,295.0,25.0,10.836,1.0321,0,0,0.11272885061206803,-0.11950877765084639,3.6510737393780373,0.01169264659753522,0.002734617138447884
3328,245.0,25.0,276.465,48.652199,0,0,0.3887563900814604,-0.2031258011613106,7.509339101625675,0.2772171847659247,0.002734617138447884
3333,62.0,25.0,6443.0,5.8218002,0,0,0.07380830343413634,-0.025424515171197922,9.285169512596832,1.4827659091187009,0.002734617138447884
3334,64.0,25.0,73.381,36.225498,0,0,1.6956953848065097,-0.12083930862706618,5.3565108001257675,0.004078429586690922,0.002734617138447884
3336,303.0,25.0,0.0,1.0,0,0,0.07332211803762123,-0.06989955657561164,6.145560225422685,0.11477109738577727,0.002734617138447884
3339,456.0,25.0,51.652,19.8262,0,0,0.08812005571531273,-0.0037131554458091106,4.687054274202488,0.01409552284014429,0.002734617138447884
3349,143.0,25.0,5646.0,26.416599,0,0,0.28123753379726074,-0.1621505745155205,10.46270326045021,5.715476110648729,0.002734617138447884
3355,244.0,25.0,601.348,1.395,0,0,0.053253552932756555,-0.07549554460307972,7.337814783475506,0.5606902077959495,0.002734617138447884
3360,406.0,26.0,5.846,1.3634,0,0,0.006974031243659972,0.03814185591913926,4.141911756646576,0.03885919851020818,0.028274405345826772
3362,137.0,26.0,0.435,13.1302,0,0,0.21483943521594684,-0.0135124648598276,2.555442774291647,0.00022247068532358228,0.028274405345826772
3365,74.0,26.0,36.557,80.362602,0,0,0.18790966961386887,-0.13527974771561238,5.539512994229988,0.04826160297830252,0.028274405345826772
3366,142.0,26.0,26.49,56.8829,0,0,0.053878725827617796,-0.006522478767976445,4.480853351480711,0.009950081470834461,0.028274405345826772
3370,124.0,26.0,26.13,26.681999,0,0,0.07922593588047193,-0.022234329063958388,5.270761157776991,0.01787452177363958,0.028274405345826772
3374,91.0,26.0,14.029,33.152901,0,0,0.4846687241973626,-0.43012087755176576,3.309922382886543,0.006146645767594745,0.028274405345826772
3383,280.0,26.0,28.896,6.5162001,0,0,0.03839100684879577,-0.028664332284318784,7.433892283005849,0.311953667244964,0.028274405345826772
3408,482.0,26.0,0.917,5.7382002,0,0,0.33451957295373663,-0.21032782129387873,1.9306514680946736,0.002284574379851139,0.028274405345826772
3410,136.0,26.0,3.427,1.0989,0,0,0.013194933585503166,-0.010609329490398556,3.3420487533645,0.011202864898154965,0.028274405345826772
3417,175.0,26.0,2.967,1.0063,0,0,0.03374657379750293,-0.01038796228640849,4.732621884670168,0.02796109135042007,0.028274405345826772
3428,326.0,26.0,288.384,6.3589001,0,0,0.0,0.0067313669822489895,7.1410432017283645,0.4834177126291414,0.028274405345826772
3433,150.0,26.0,220.851,1.0443,0,0,0.03411188742641493,-0.026565679403120056,6.9757559250428764,0.22620439876331527,0.028274405345826772
3437,16.0,25.0,5.172,1.0,0,0,0.030560889345076486,0.05029366502396543,3.3886523541598605,0.007651203824910816,0.002734617138447884
3438,58.0,26.0,19.67,31.2855,0,0,0.2047601206791158,-0.11713282025153524,4.311899191232086,0.012494081799351969,0.028274405345826772
3447,192.0,25.0,0.0,1.2075,0,0,0.32282253412805234,-0.3201143946615825,1.6572752418482606,0.0013175919175339762,0.002734617138447884
3456,394.0,26.0,276.078,20.941401,0,0,0.04403409090909091,-0.01784244173606237,6.2675230771685735,0.0565425383881544,0.028274405345826772
3457,141.0,26.0,19.837,5.9768,0,0,0.3379396729471762,-0.13466562583034478,6.4067529152898945,0.06058027046098739,0.028274405345826772
3459,221.0,26.0,492.66,1.2877001,0,0,0.0874124279067683,-0.030944963198030154,7.541370053540738,0.17590853172220342,0.028274405345826772
3466,416.0,26.0,48.011,72.651901,0,0,0.3481842267055876,-0.16920457450137089,7.542038474394891,0.23842919987710948,0.028274405345826772
3479,207.0,26.0,4.452,2.3308001,0,0,0.16844558378000465,-0.06916588113020568,5.332066406594411,0.03700084150091053,0.028274405345826772
3481,5.0,26.0,296.825,40.1525,0,0,0.4292781401808567,-0.10920886294325144,6.6735849051054155,0.08018084940115745,0.028274405345826772
3487,140.0,26.0,0.0,1.8688,0,0,0.2928471486151424,-0.0817787876787718,6.328938067991043,0.04193141273610527,0.028274405345826772
3490,181.0,26.0,258.004,1.0638,0,0,0.017065317189028883,-0.009347209450245622,6.747734403219007,0.2286210266175113,0.028274405345826772
3496,54.0,26.0,709.221,81.691002,0,0,2.045970099156679,-0.40529327632451423,6.506686492873074,0.0352321625973247,0.028274405345826772
3497,131.0,26.0,271.11,55.6712,0,0,0.13464510834017274,-0.05141660640467993,6.138277658415371,0.059136058769551254,0.028274405345826772
3513,114.0,26.0,1.118,3.2595,0,0,0.33024360135086583,-0.2090805475701574,3.0871713338707725,0.0034287093329438477,0.028274405345826772
3519,147.0,26.0,27210.0,1.3614,0,0,0.14922190131490756,-0.0636855853114222,11.968627309505104,20.216746364305468,0.028274405345826772
3524,381.0,26.0,0.0,1.2664,0,0,0.03361684791413528,0.009043506599315626,2.5074832039669053,0.0024331345384891456,0.028274405345826772
3526,291.0,26.0,0.015,1.0176001,0,0,0.07686714552820192,-0.13789740784084262,1.6345206928015634,0.002371788801340118,0.028274405345826772
3527,302.0,26.0,0.0,1.0,0,0,0.029193323773806897,-0.029847125212327106,2.51470814102479,0.003350364174657138,0.028274405345826772
3532,344.0,26.0,1.795,4.8332,0,0,0.08474693074320436,-0.09714761410967168,3.5499908802414524,0.010703968843027331,0.028274405345826772
3538,118.0,26.0,0.889,17.973,0,0,0.5630536737884315,-0.2817093514168813,1.8869181224012845,0.000945562004730796,0.028274405345826772
3542,127.0,26.0,24.522,44.271099,0,0,0.1564777574649604,0.028474011464637825,5.199893845321943,0.0202145290485049,0.028274405345826772
3544,266.0,26.0,3467.5,11.6641,0,0,0.03962872617521809,-0.004326897552515615,9.332681890831537,1.1917826059626764,0.028274405345826772
3548,224.0,25.0,0.0,1.04,0,0,0.030904869477911646,-0.016290568315750136,6.544976027323908,0.10496553830866326,0.002734617138447884
3549,500.0,26.0,74.204,15.1867,0,0,0.17863409688614296,-0.07276654479457947,6.324143885490494,0.056863556442392084,0.028274405345826772
3552,66.0,26.0,109.319,38.6861,0,0,0.5418180109582059,-0.23997707138292382,5.5597350292832886,0.030935990049514486,0.028274405345826772
3553,103.0,26.0,32.353,64.757202,0,0,0.13274760321118656,-0.09443949027764022,4.5094629273584035,0.015927472132319237,0.028274405345826772
3563,79.0,26.0,55.709,2.7390001,0,0,0.21359237429309738,-0.10997646698048115,6.37497541485982,0.07941858550260689,0.028274405345826772
3569,116.0,26.0,97.549,24.6534,0,0,0.05670527739567248,-0.06226012406711768,5.396745408038913,0.06429747721642727,0.028274405345826772
3572,128.0,26.0,2.885,37.007099,0,0,0.6292540908459509,-0.10049681722283978,3.7860288506127433,0.0017736062720315271,0.028274405345826772
3582,149.0,26.0,23504.0,26.2598,0,0,0.2107600341588386,-0.09208858134767824,11.343287134928612,11.53989689984119,0.028274405345826772
3604,378.0,26.0,50.882,1.136,0,0,0.06717701469904859,-0.0324845342110431,5.4989044221488355,0.030219797045931262,0.028274405345826772
3606,64.0,26.0,203.78,43.7911,0,0,0.3986545007754749,-0.040400624468957015,5.583443675817661,0.01223145306119589,0.028274405345826772
3607,193.0,26.0,20.213,1.0883,0,0,0.00579766133373825,-0.0014080007321606235,5.361611363586653,0.08923833807805244,0.028274405345826772
3621,123.0,26.0,61.229,15.5053,0,0,0.07276778798253718,-0.03154970516986087,5.252938128550263,0.0272005520308255,0.028274405345826772
3623,56.0,26.0,394.858,48.9007,0,0,0.17593410395793818,-0.024389760420311622,7.056418358003831,0.09676242969464402,0.028274405345826772
3637,102.0,26.0,24.694,11.0707,0,0,0.16088287334202947,-0.16516105862202332,4.282151049246625,0.019076060569124753,0.028274405345826772
3646,456.0,26.0,59.108,7.4386001,0,0,0.0,0.059047046280856184,5.2089668923659715,0.027442732189931898,0.028274405345826772
3651,228.0,26.0,2836.5,1.1411,0,0,0.06895732485967986,-0.0314648949876593,8.770609852900124,0.8295963883611281,0.028274405345826772
3656,250.0,26.0,4871.7,5.3119001,0,0,0.17363453633701723,-0.0887593954314963,10.21223248726606,3.5422605387751203,0.028274405345826772
3664,112.0,26.0,15.134,26.752701,0,0,0.027304581723766704,-0.03343613131952132,5.022247609424422,0.04668484507567691,0.028274405345826772
3668,83.0,26.0,10.886,20.2397,0,0,0.2224899763610709,-0.15606956633446473,4.996549892275763,0.026889142345056943,0.028274405345826772
3670,105.0,26.0,465.404,1.3157001,0,0,0.11683206068240597,0.015070875397032871,7.379524224140445,0.13631737262938576,0.028274405345826772
3680,362.0,26.0,17.274,1.2886,0,0,0.009670073201860304,0.0026231588558694144,6.247915206784784,0.26137275193926807,0.028274405345826772
3681,479.0,26.0,21.623,1.0172,0,0,0.0,0.003312720958480565,4.506012614454873,0.028131578298641467,0.028274405345826772
3689,283.0,25.0,1183.227,1.0429,0,0,0.02265785268333711,-0.010318601494045718,8.531701633132068,0.7048192088455111,0.002734617138447884
3690,168.0,26.0,4.603,40.689098,0,0,0.03911543673771097,-0.026265941391597897,4.6694586758704535,0.019997724836893882,0.028274405345826772
3699,434.0,26.0,17.482,15.9677,0,0,0.29582003509891514,-0.19610520024911374,3.731651545957805,0.0077211863544197875,0.028274405345826772
3706,125.0,26.0,74.928,60.811699,0,0,0.6001270826715948,-0.013061112076455257,5.1512664238360015,0.008531984832160552,0.028274405345826772
3707,503.0,26.0,1.078,8.3928003,0,0,0.03172291521560185,0.01972836533384027,3.8574189734341053,0.007781792986301959,0.028274405345826772
3712,75.0,26.0,4.702,12.6434,0,0,0.025973703041639155,0.06896335664898433,6.103316696443492,0.08917132586719084,0.028274405345826772
3715,470.0,26.0,5.69,1.3523999,0,0,0.08301598133309854,-0.10801139460866202,4.733897557760629,0.04476809875029765,0.028274405345826772
3723,43.0,26.0,0.0,8.3603001,0,0,0.01862619808306709,-0.00023846903318116766,3.379428823189007,0.007711331617528378,0.028274405345826772
3733,321.0,26.0,59.323,59.562698,0,0,0.15004300458715597,-0.0392427212928523,5.3859069097007275,0.01718666113861916,0.028274405345826772
3737,126.0,26.0,95.346,33.3568,0,0,0.1137580529706514,-0.01067201279310603,5.48247889621988,0.008604417148312414,0.028274405345826772
3738,244.0,26.0,766.382,1.248,0,0,0.05533779853654565,-0.07186618644183414,7.513422791102943,0.5929861265457506,0.028274405345826772
3742,61.0,26.0,0.226,70.381104,0,0,1.1737047689566606,-0.26807287973515737,5.230996311083289,0.010647304105901723,0.028274405345826772
3744,12.0,26.0,3.934,1.0,0,0,0.06926247607831591,-0.07366771159482759,3.239462458476589,0.006694322770334859,0.028274405345826772
3750,271.0,26.0,22720.0,21.3997,0,0,0.4056305403358724,-0.1350382137699385,11.028855365179414,5.530724711881615,0.028274405345826772
3752,148.0,26.0,0.0,6.9966998,0,0,0.2015313098167897,-0.13415410846953937,2.2430473802778494,0.001801938640594331,0.028274405345826772
3754,444.0,26.0,67.607,79.108398,0,0,0.784731993546508,-0.3109318607748612,7.698875454541474,0.22584913549837993,0.028274405345826772
3757,99.0,26.0,7.578,40.129002,0,0,0.550406165382212,-0.23415855848090603,3.8093034438236306,0.004731259181565974,0.028274405345826772
3760,96.0,26.0,312.101,10.3395,0,0,0.652722945799358,-0.16840561923538994,6.6613443801545715,0.05341858679357742,0.028274405345826772
3767,143.0,26.0,44059.0,33.3745,0,0,0.23637406769936892,-0.04268761928215231,11.774858867399232,6.441302400647905,0.028274405345826772
3775,538.0,26.0,20.576,40.408501,0,0,0.13630243825472294,-0.03624137964016873,4.6496558610273695,0.011710876584907154,0.028274405345826772
3786,507.0,26.0,12.455,55.233601,0,0,0.2141354208849059,-0.09395180548550071,6.18156410996852,0.055971949122141755,0.028274405345826772
3791,269.0,26.0,0.0,1.0,0,0,0.014626218532916959,-0.0297010476252103,2.7378678695113923,0.007731533828155768,0.028274405345826772
3798,513.0,26.0,13.955,1.6111,0,0,0.0791251535416951,-0.04773257012546391,5.238254149614386,0.028882262881344628,0.028274405345826772
3799,89.0,26.0,188.642,73.001602,0,0,0.26452028949282586,-0.21932521941569033,6.013536656005038,0.08772465049153187,0.028274405345826772
3806,2.0,26.0,259.762,1.0736001,0,0,0.07197173305704083,-0.013820313788958462,7.2443082266318415,0.06657983428047785,0.028274405345826772
3807,52.0,26.0,1399.341,53.124401,0,0,0.0793589989146396,-0.01518676389766174,8.397516013003553,0.32028609365507343,0.028274405345826772
3809,273.0,26.0,0.0,2.1747,0,0,0.11501235327429983,-0.14760775606824478,3.399562712985695,0.009570920468937458,0.028274405345826772
3824,186.0,26.0,14304.6,27.684,0,0,0.26141267053473416,-0.12051591020742705,10.578626045727015,5.498820001195675,0.028274405345826772
3825,71.0,26.0,14.063,1.4947,0,0,0.12475400836311948,-0.13584067038729264,5.787234747765147,0.08926051123605812,0.028274405345826772
3827,139.0,26.0,36.607,51.529999,0,0,0.8311293155129245,-0.0702673041383226,6.815971075610343,0.020958808052228647,0.028274405345826772
3835,317.0,26.0,24901.0,18.7677,0,0,0.05952796186489943,0.0009449842010453887,10.4300782518805,2.11901480007545,0.028274405345826772
3848,245.0,26.0,279.637,48.7701,0,0,0.5119164232027582,-0.31479232060653495,7.498539114544296,0.28848436496964863,0.028274405345826772
3860,520.0,26.0,159.844,20.5611,0,0,0.13489738171137935,-0.12778509337465568,6.0826320670246155,0.10317539972672914,0.028274405345826772
3866,19.0,26.0,5.578,21.135599,0,0,0.1269622586591637,-0.05469588745902461,5.855916837367364,0.038089789927411334,0.028274405345826772
3887,104.0,26.0,99.953,30.287001,0,0,0.16987178825646318,-0.0877996588038225,6.367596960743647,0.07448407237265557,0.028274405345826772
3888,413.0,26.0,17.182,19.612301,0,0,0.16802634787441953,-0.09697478155478188,6.298450960967441,0.08244423609669205,0.028274405345826772
3889,67.0,26.0,27338.0,36.676701,0,0,0.17618354592928687,-0.05572210963538614,10.997204545438429,5.755659081428051,0.028274405345826772
3893,524.0,26.0,1725.096,62.0,0,0,0.18952187128919432,-0.06216056879194539,8.619550662445873,0.532589646927788,0.028274405345826772
3902,357.0,26.0,124.005,52.874001,0,0,0.5558895550113991,-0.21490926853588313,5.0201630934513375,0.01458870612562118,0.028274405345826772
3907,15.0,25.0,1.161,1.0,0,0,0.001838179596206482,0.006545400694657052,4.550956842931436,0.02508288662698645,0.002734617138447884
3908,227.0,26.0,0.55,1.0,0,0,0.1157429396076139,-0.033668763995431825,4.530619038723708,0.006743350086369624,0.028274405345826772
3911,421.0,26.0,8439.51,32.084702,0,0,0.0448578111725234,-0.007202917889261088,9.147350198196605,0.7180072606449353,0.028274405345826772
3915,108.0,26.0,73.99,24.629499,0,0,0.09448762799024489,-0.07692284588850296,6.501141010842435,0.1348633062010582,0.028274405345826772
3921,138.0,26.0,48.579,47.006901,0,0,0.19370521198345803,-0.08667996106315776,4.922910935723068,0.015608425025459836,0.028274405345826772
3922,35.0,26.0,0.0,1.0470999,0,0,0.013016125533299588,-0.0021392662316825324,4.537854478703224,0.03407028911782745,0.028274405345826772
3929,132.0,26.0,34.865,37.680698,0,0,0.10815589367171365,-0.05879034766556419,4.762250854916251,0.016580841188219723,0.028274405345826772
3937,18.0,26.0,3267.1,8.8797998,0,0,0.0,0.0010031739602348415,8.71287509991203,1.1345265846235841,0.028274405345826772
3946,529.0,26.0,15.834,8.1767998,0,0,0.0994789051828836,-0.056796366808773986,7.24145796966341,0.2310534220507336,0.028274405345826772
3949,57.0,26.0,1.142,5.4603,0,0,0.07649025934339061,-0.03849219197207451,7.3343796101340955,0.19348987507332358,0.028274405345826772
3974,171.0,26.0,0.273,5.0325999,0,0,0.020781484752216348,-0.00953878414195867,4.894550815075454,0.021481601844317952,0.028274405345826772
3975,475.0,26.0,6.361,59.476299,0,0,0.34103268883672094,-0.09874576056936885,6.663366385158458,0.08353761915479402,0.028274405345826772
3987,519.0,25.0,0.012,18.017599,0,0,0.08002108592514497,-0.09419988856589147,2.6705559966746297,0.0048057524852181364,0.002734617138447884
3996,464.0,26.0,0.656,1.0057,0,0,0.13214095625996106,-0.026326035754321787,4.439646747470018,0.0069562124032240815,0.028274405345826772
4000,129.0,26.0,33.256,57.896801,0,0,0.4025282798833819,-0.08830016570825996,6.869570429137162,0.052815230527400836,0.028274405345826772
4003,77.0,26.0,103.333,85.363701,0,0,0.964083659451763,-0.4110069748353542,6.647949039975993,0.0825336678339816,0.028274405345826772
4005,101.0,26.0,72.63,11.8567,0,0,0.3040416272828545,-0.08498656036168133,6.707351214637416,0.05838537418684809,0.028274405345826772
4007,110.0,26.0,0.866,1.0688,0,0,0.09548292540666653,0.05637687281039581,3.695035466925273,0.011404640636006587,0.028274405345826772
4008,115.0,26.0,0.567,36.9562,0,0,2.1008839073453216,-0.29877899720492324,3.01519170471021,0.0008083347935179108,0.028274405345826772
4010,121.0,26.0,271.287,1.1109999,0,0,0.0018324544599827184,0.00475675161432258,6.511341087474388,0.1747813961902484,0.028274405345826772
4015,27.0,26.0,7.147,1.1325001,0,0,0.2687459010420462,-0.09381784353354698,3.6556328603203005,0.0033809138590205094,0.028274405345826772
4024,145.0,26.0,37003.0,25.6007,0,0,0.16968115942028986,-0.0369039160780708,12.02867295644899,12.749565853261775,0.028274405345826772
4026,63.0,26.0,0.653,17.797701,0,0,0.7938726148884708,-0.2724696366396761,2.2905125117597764,0.0009167368993234215,0.028274405345826772
4027,495.0,26.0,1146.5,39.215199,0,0,0.1852981029810298,-0.1009185807933194,7.781138509845015,0.36363979129303153,0.028274405345826772
4038,304.0,26.0,237.904,1.9534,0,0,0.0831215435410648,-0.03510254864988921,6.406308865915533,0.06805237834047678,0.028274405345826772
4039,100.0,26.0,184.739,50.449902,0,0,0.057632788905299465,-0.03995378388299144,6.006153632308323,0.08557286869129246,0.028274405345826772
4040,65.0,26.0,64.825,30.493099,0,0,0.03722577734707858,-0.06604213775528517,5.118987330690036,0.073726982210973,0.028274405345826772
4042,240.0,26.0,97.602,3.7751,0,0,0.09825010936828134,-0.05626836958633918,6.814396893188052,0.13178000539615828,0.028274405345826772
