,id,year,debt,threat,rec1,rec2,rd_ratio,se,log_assets,mkt_share,mkt_growth
163,164.0,0.0,7.398,1.477,0,0,0.22792251169004674,-0.06608127424954054,3.1980606851542808,0.007405422001658162,0.0
166,165.0,0.0,0.0,1.094,0,0,0.08687783810266562,-0.09649441232141467,4.345544169096467,0.09895068484620433,0.0
174,42.0,0.0,15.69,1.5874,0,0,0.024230517354289455,-0.008720466509509209,4.0328059812055015,0.06647367981929307,0.0
182,236.0,0.0,0.492,7.4341998,0,0,0.2664725958272683,-0.0074480674245393985,2.5459233515937747,0.010195440711701717,0.0
185,180.0,0.0,8.798,4.1146998,0,0,0.0291733608284235,-0.018842529513555088,3.258288827225036,0.027707260274741057,0.0
211,312.0,0.0,0.193,1.8694,0,0,0.06679698894137033,-0.07691373926883056,4.999122610071393,0.1933354348176388,0.0
218,213.0,0.0,129.334,3.3196001,0,0,0.03736190012754094,-0.013851646991087124,6.489601509212865,0.6384225685365376,0.0
224,28.0,0.0,0.0,3.1294999,0,0,0.11763894497310716,-0.14867776552399606,1.630220451616629,0.00717390981082476,0.0
225,6.0,0.0,0.305,1.7217,0,0,0.13758368417878036,-0.2033197008223601,2.9867419817158583,0.032805475314760364,0.0
231,170.0,0.0,590.8,1.5462,0,0,0.1904851577955723,-0.10686661600297227,7.993181005846071,2.100428979227826,0.0
236,69.0,0.0,13.205,1.2157,0,0,0.15471573604060915,-0.10945604928767405,5.4090668356776535,0.1717118004464643,0.0
243,199.0,0.0,1.279,2.3394001,0,0,0.6989746372605921,-0.30753137194909347,2.4399092838572645,0.005114044933409624,0.0
247,26.0,0.0,1.906,1.3821,0,0,0.05433148426564363,-0.060456916917652245,2.611025218530336,0.0190839258503653,0.0
