id,year,assets,debt,earnings,cashflow,sales,mv,ad,rd,threat,fv,rec1,rec2,mkt,sector
42,1993,4.103,0,-1.748,-2.175,3.61,63.674,.074000001,.30500001,1.7482001,14.836461,0,0,2.0420001,5
2607,1993,18.897,.716,-2.458,-2.016,26.274,10.802283,.74800003,1.3099999,18.0228,.083361566,0,0,5.4050002,1
1204,1993,37.476,23.735,4.359,-.087,63.938,29.856251,.759,.542,1.0184,1.2255644,0,0,9.9969997,3
899,1993,7.882,.011,-4.933,-4.958,5.411,58.403999,.77499998,2.059,9.1023998,6.9306016,0,0,6.0890002,5
1746,1993,24.496,0,7.723,-5.843,43.03,208.065,.71899998,.37200001,1.0658,7.9528494,0,0,9.9940004,5
790,1993,48.73,5.69,5.164,5.882,66.44799999999999,45.375751,.55800003,9.7049999,3.6844001,.67266059,0,0,18.344,6
99,1993,240.534,0,-2.242,17.681,637.87,79.358627,34.023998,0,1.3017,.15951851,0,0,247.056,4
1874,1993,264.98,126.156,48.384,16.166,426.513,181.24574,6.2449999,7.6090002,26.320299,1.0606527,0,0,54.688999,2
888,1993,112.501,24.672,9.321,.802,129.427,58.178001,1.6210001,.498,1.0413001,.49065343,0,0,18.806,2
1665,1993,359.067,38.971,31.323,39.345,435.821,199.03075,12.404,.745,1.304,.44332883,0,0,71.428001,1
1312,1993,10.248,0,-15.562,-9.349,0,23.978001,0,4.0749998,5.0967002,2.6460774,0,0,11.487,5
1562,1993,28.815,0,3.77,-.009,20.146,175.131,.12899999,2.5480001,2.9545,5.4079819,0,0,4.2379999,2
1726,1993,10.025,0,2.372,1.869,10.292,36.741375,.183,.801,1.1698,2.9210348,0,0,2.263,2
2,1993,49.047,4.058,4.308,-1.993,60.791,44.395496,.76200002,6.1069999,1.2131,.57713002,0,0,12.212,2
1188,1993,24.368,3.423,2.613,2.777,20.599,10.72225,.215,1.0470001,1.1227,.046218403,0,0,4.6950002,2
1366,1993,29.541,0,-13.354,-13.298,5.386,238.63412,1.007,7.9629998,1.2618001,7.4013786,0,0,6.224,1
1268,1993,200.343,81.05800000000001,12.489,-.252,93.72199999999999,224.196,0,1.5470001,2.5104001,1.1374742,0,0,11.691,2
139,1993,10.988,2.673,1.365,.696,34.314,5.9039998,1.33,0,1.9678,.41263196,0,0,10.825,4
870,1993,216.365,13.937,27.197,23.116,322.602,277.61353,6.8379998,12.382,1,1.1341369,0,0,115.305,2
1686,1993,6.007,.929,1.055,.483,6.98,19.942678,.086000003,.197,1.0549001,3.0277472,0,0,1.558,5
770,1993,20.397,2.76,2.344,2.888,22.265,17.077499,.308,.31400001,2.2200999,.38483602,0,0,4.112,2
1672,1993,30.202,1.8,-1.178,-1.56,3.89,49.158001,.142,.65799999,1.1191,.88086879,0,0,1.386,2
1402,1993,356.718,42.396,71.625,33.116,856.884,520.53625,28.521999,0,4.4913001,1.1858226,0,0,244.095,4
214,1993,17.609,7.213,-7.784,-9.292,8.15,132.936,.60000002,5.2909999,1.0538,7.8145266,0,0,5.4619999,5
1500,1993,12.678,.119,-.346,-.6889999999999999,26.957,14.3145,.50400001,0,2.345,1.3408661,0,0,9.1879997,7
1291,1993,38.627,.83,4.137,-.5639999999999999,46.857,81.589378,.29499999,5.2979999,3.2869,1.6149682,0,0,15.483,2
1124,1993,306.875,89.297,58.667,29.093,331.129,676.77502,1.721,13.769,2.3067,1.9630272,0,0,13.178,1
1662,1993,657.713,184.594,153.821,124.8,816.318,874.828,22.481001,11.3,1,1.5018207,0,0,165.32899,5
1052,1993,32.628,.792,1.184,.989,35.95,21.860123,.221,.61799997,1.1673,.017320154,0,0,11.898,2
1783,1993,25.219,0,4.692,-7.249,37.148,78.029999,.59200001,3.76,9.2102003,2.7373805,0,0,14.042,6
424,1993,5171.412,0,597.307,-661.837,7976.954,2714.936,153.382,664.56403,4.04,.17244481,0,0,1478.98,2
1530,1993,526.706,159.215,83.66200000000001,21.135,578.75,750.62402,23.402,3.477,1.0196,1.4641489,0,0,78.494003,1
1546,1993,51.288,0,6.658,5.842,70.386,53.806499,1.552,0,7.9204998,.6719408,0,0,4.7329998,8
1109,1993,141.676,28.402,16.982,27.406,211.847,172.90163,3.51,27.579,2.2618999,1.1509262,0,0,69.655998,2
1217,1993,12.547,2.125,-.269,.736,18.255,1.13375,.211,.088,1.027,.37305731,0,0,3.3729999,2
493,1993,812.986,125.5,16.661,6.565,97.55500000000001,1067.496,2.4530001,1.2460001,3.9507999,1.4599415,0,0,25.869999,6
1890,1993,15.753,0,.063,-.485,8.077999999999999,55.696877,.122,1.474,6.237,2.648186,0,0,2.6990001,2
720,1993,14.311,2.448,-.952,-2.272,9.685,2.0762501,0,.36700001,1.0383,.50291735,0,0,2.348,2
1740,1993,13.241,0,-16.341,-11.855,1.122,67.721123,.028999999,2.325,1.2487,4.2352633,0,0,13.391,2
1104,1993,8.385999999999999,.535,.98,-1.292,10.224,13.054999,.271,.59600002,2.3169999,1.8448604,0,0,3.5650001,7
1269,1993,31.643,.313,-3.843,.88,28.475,46.0275,.45300001,11.784,5.3710999,1.03658,0,0,13.783,7
1507,1993,4.511,0,-1.623,-1.624,.365,41.682377,.044,.708,1.2994,8.5611563,0,0,.96700001,5
1640,1993,20.238,.348,-2.339,-3.644,16.025,6.6675,.65600002,.69099998,1.1720999,.62162763,0,0,2.8080001,5
1905,1993,37.668,1.437,5.839,.189,53.256,22.625994,.70099998,1.101,1,.3982158,0,0,14.888,1
758,1993,4316.9,182.3,1234.4,962.1,4341.3,13258.518,317.10001,577.59998,1.0989,3.1672537,0,0,1430.3,5
12,1993,88.967,7.595,.552,14.63,175.79,42.514992,14.265,0,3.7049,.14999935,0,0,40.630001,4
1027,1993,14.077,0,2.678,3.142,10.405,43.982491,.163,.81400001,1.0013,2.2868147,0,0,3.0899999,2
726,1993,127.978,21.702,-5.087,-23.143,193.65,4.4612498,2.822,.69999999,1.0335,.8336218,0,0,50.868,1
1600,1993,24.218,0,3.542,-.42,31.043,45.3475,.21799999,2.0610001,1.6945,1.1687381,0,0,7.085,2
1397,1993,148.708,1.037,27.65,10.084,150.019,499.89935,2.941,20.104,5.3304,2.7219675,0,0,41.708,2
1721,1993,73.78700000000001,0,16.311,11.655,121.372,394.97626,7.7309999,12.979,4.6128998,4.7908473,0,0,48.271,6
1713,1993,8.012,.028,1.101,-1.512,4.813,19.578697,.12,.11,1.0201,1.534785,0,0,1.564,2
1618,1993,447.713,348.116,69.679,-12.569,827.3150000000001,174.66338,9.5710001,119.938,1.5082999,1.4341942,0,0,186.703,6
1767,1993,39.765,1.167,5.307,4.186,38.428,44.928001,.51700002,6.6030002,1.4531,.37153277,0,0,8.3929996,2
1702,1993,72.30800000000001,.477,8.659000000000001,5.024,56.133,227.45375,2.931,8.9099998,8.6054001,2.467469,0,0,26.085001,6
1541,1993,37.272,0,5.212,-.297,37.132,75.389748,.377,4.0770001,2.1461,1.2657156,0,0,12.045,5
17,1993,4.407,.021,.3,.292,7.121,3.21,.121,.565,1,.48445654,0,0,2.4760001,3
940,1993,99.15300000000001,12.181,9.374000000000001,-.474,122.827,69.954002,1.9400001,7.2480001,1.0377001,.51501215,0,0,39.387001,2
1654,1993,3.056,0,-.895,-.781,.207,9.901947,.0049999999,0,1.2224,2.6410167,0,0,.86000001,6
1339,1993,67.64700000000001,4.539,15.27,9.648,149.491,160.3535,5.5830002,23.07,3.2407999,2.005137,0,0,45.240002,2
1337,1993,55.073,12.42,7.489,6.629,85.851,63.263496,1.103,0,6.7168002,1.4086121,0,0,4.277,8
1667,1993,52.672,.879,6.753,4.892,53.633,147.041,.79000002,0,3.1380999,2.4825335,0,0,3.1099999,8
811,1993,49.726,0,-.097,1.88,98.84399999999999,16.345875,1.388,1,1.0922,.087597534,0,0,13.353,2
173,1993,10.947,0,.733,-2.737,30.929,27.467501,.64600003,.41800001,1.0148,1.9856125,0,0,3.8409998,1
673,1993,7.456,0,.957,.212,6.778,35.849998,.13,.428,1.0635999,4.035944,0,0,2.4170001,2
1120,1993,50.838,.701,11.939,7.3,128.516,50.835751,13.601,0,1.3721,.67525768,0,0,34.092999,4
1627,1993,4.78,0,.495,-.327,4.001,6.9562502,.07,.133,1.3622,.68310672,0,0,1.595,5
722,1993,791.8,183,46.5,39.6,1034.6,366.29999,28.299999,36,1,.47410962,0,0,156.2,2
1609,1993,60.356,.416,11.715,11.381,74.364,260.81424,.31900001,15.214,6.5289001,3.7147136,0,0,19.172001,2
35,1993,45.878,0,-4.384,-.582,6.155,86.580002,.29300001,6.8629999,6.8312998,1.0687693,0,0,2.4850001,5
1073,1993,99.226,23.11,11.891,8.263999999999999,123.013,62.804001,1.902,5.9260001,1.0868,.70206398,0,0,28.250999,2
1902,1993,20.461,.368,1.858,1.896,11.397,70.241974,.163,3.4590001,3.2609,2.6699076,0,0,4.1399999,6
761,1993,4897.5,461.9,1177.8,652.4,6586.2,9029.7373,207.89999,68.800003,1,1.9716054,0,0,1307.1,1
1325,1993,114.813,.104,28.328,20.8,84.03400000000001,487.76099,1.903,6.046,1.1727,3.701802,0,0,11.806,2
1084,1993,419.203,122.97,54.697,70.902,684.324,242.3325,17.247999,25.292999,1.0182,.40894866,0,0,160.836,2
750,1993,87.545,0,7.203,7.431,87.301,89.561996,1.249,8.0030003,2.3715,.45365241,0,0,31.826,5
1834,1993,57.311,2.564,9.358000000000001,.502,74.498,138.35249,.90799999,2.1589999,1.3783,1.9485526,0,0,11.566,1
61,1993,16.16,.035,-5.976,-9.628,19.849,51.757481,.53799999,1.5549999,2.1458001,3.1930373,0,0,8.632,5
1556,1993,82.21899999999999,3.256,13.87,6.593,82.611,232.23199,3.8529999,2.1010001,1.1821001,2.2315402,0,0,16.677999,1
1194,1993,17.871,1.504,1.933,-.969,32.98,29.820999,.199,3.289,6.2835999,1.4681327,0,0,7.6279998,2
1769,1993,5.871,.127,-2.784,-4.236,4.362,47.470001,.42699999,.78100002,1.3002,7.4888434,0,0,3.527,2
1591,1993,139.655,2.795,42.703,27.883,150.157,519.75372,4.184,9.5780001,1.3422,3.5385611,0,0,26.371,5
1557,1993,125.526,32.371,17.761,4.545,70.136,204.28125,.35800001,0,1.0641,1.7564429,0,0,24.362,3
1704,1993,19.762,.183,.592,-1.327,25.649,51.029999,2.977,2.608,1.3418,2.0758526,0,0,13.974,6
129,1993,33.42,2.731,1.507,-.334,18.501,20.310499,.33000001,2.0680001,1.0994999,.3616547,0,0,4.4839997,2
11,1993,17.135,0,.582,1.764,10.852,16.735374,.141,2.283,1.701,.58111322,0,0,4.2319999,2
1330,1993,66.70399999999999,.747,-5.127,-14.52,100.023,85.747627,3.7320001,9.0970001,4.1255002,.65974492,0,0,30.407999,2
902,1993,12.936,.097,-2.88,-2.66,12.307,15.121184,.514,3.2249999,6.3757,.51238281,0,0,4.296,2
991,1993,157.05,3.183,15.737,17.92,384.083,222.67375,5.2870002,1.077,1.5635999,1.1536946,0,0,38.898998,2
1881,1993,9.4,5.042,-5.204,-6.536,9.720000000000001,53.019501,.124,1.776,2.1730001,5.5797338,0,0,6.8829999,2
801,1993,252.052,39.503,46.006,32.902,1034.531,144.0585,9.0480003,0,2.2859001,.53183669,0,0,227.119,4
1476,1993,98.143,30.413,19.792,15.359,146.519,332.70297,5.2909999,0,6.8246999,3.7012725,0,0,2.5190001,8
755,1993,5.289,.111,-2.693,-5.275,6.277,14.782625,.057999998,.226,5.5769,2.1986434,0,0,2.744,5
1529,1993,22.169,3.2,3.535,2.396,34.568,31.715,.74299997,.51499999,1.253,1.0252604,0,0,9.0460005,2
986,1993,223.923,280.26,41.478,5.417,276.738,30.409,4.0640001,0,3.5313001,1.4841352,0,0,22.48,7
1868,1993,99.607,18.454,10.172,17.343,221.003,86.538254,8.8509998,0,2.6842999,.82980365,0,0,53.546001,4
944,1993,125.441,6.856,28.443,16.374,109.098,381.46799,1.581,2.625,1.0017999,2.5188336,0,0,25.41,1
1459,1993,23.91,2.875,3.582,-.796,29.028,37.411877,.47799999,2.362,1.3953,1.3266782,0,0,8.3809996,2
39,1993,54.765,.8139999999999999,7.249,1.97,109.486,63.450001,4.1900001,0,2.4552,.57834381,0,0,12.925,4
763,1993,2542,612,332.6,209.3,3099.1,1534.655,31.858999,120.6,2.0181999,.53271246,0,0,670.54102,2
1112,1993,32.063,1.51,3.877,2.651,38.894,43.433998,1.244,1.676,1.1966,1.0343698,0,0,12.88,2
1886,1993,9.846,.263,.873,.15,32.964,16.98,2.7320001,0,1.345,3.1862686,0,0,13.545,4
1,1993,89.988,73.488,13.044,7.724,69.56,49.590862,1.168,4.7909999,1.2872,1.165176,0,0,26.938999,5
1394,1993,1997.6,473.8,394,296.7,1742.2,3561.8999,80.199997,26.1,1.0184,1.9189026,0,0,688.90002,2
769,1993,101.436,38.521,11.717,1.096,123.79,46.565979,.99900001,9.4119997,1.3717,.53201014,0,0,31.031,2
1534,1993,159.631,0,24.307,16.363,95.767,926.96997,.78100002,0,5.1585002,5.2741199,0,0,2.177,8
725,1993,36.119,2.05,7.151,-5.191,46.16,34.951126,.46599999,4.9990001,1.2107,.55120921,0,0,13.273,2
754,1993,2815.9,632.6,723.8,558.2,5730.6,5261.292,282,52.400002,5.6592002,2.1409514,0,0,1945,1
1177,1993,16.563,0,4.271,3.638,26.732,20.55125,.20900001,4.7389998,2.9714999,.84183121,0,0,6.4440002,2
923,1993,646.593,60.615,170.434,69.97199999999999,478.03,4979.0718,3.069,16.523001,5.0588999,7.212111,0,0,58.271999,8
881,1993,50.136,9.218,3.641,-2.82,58.529,23.5625,1.734,1.507,1.0783,.2749621,0,0,12.629,2
1423,1993,24.614,2.519,5.043,.232,38.25,31.476,.66000003,4.322,4.2315001,.92975545,0,0,15.635,5
63,1993,14.241,1.7,.254,-.729,14.789,4.0278749,.057999998,.50999999,1,-.18089496,0,0,3.9790001,2
774,1993,2511.928,320.953,385.465,142.255,1872.184,3029.7976,201.02299,57.863998,1,1.0603323,0,0,470.99899,5
55,1993,15.304,0,-.169,1.647,14.336,13.300875,.67199999,1.478,5.0309,.34748268,0,0,4.1500001,3
1143,1993,109.816,40,29.399,25.189,145.111,102.276,1.536,3.0840001,1.01,1.1633096,0,0,35.190998,2
108,1993,30.526,.118,4.325,3.615,40.609,73.361748,3.2409999,0,1.8322001,1.9701157,0,0,9.5209999,4
1574,1993,29.641,.002,8.039999999999999,6.263,30.055,89.860497,2.4200001,4.704,3.5969,2.5367734,0,0,10.658,6
1413,1993,290.559,75.398,23.764,-13.556,701.8339999999999,99.030502,1.227,0,1.1288,.28472185,0,0,92.859001,3
749,1993,81.285,23.384,6.913,-5.109,158.602,108.72009,1.452,2.164,1.1165,1.4165602,0,0,22.221001,2
787,1993,58.952,5.177,2.437,9.103999999999999,97.411,7.3979998,2.898,.36300001,1.9008,.33045527,0,0,23.559999,2
963,1993,24.335,4.936,3.779,-1.684,41.824,6.4679999,1.1390001,0,2.3239,.5749743,0,0,18.507,8
2566,1993,159.788,0,48.661,46.584,334.896,789.62378,4.7389998,0,4.8028002,5.0038724,0,0,20.278,8
968,1993,24.254,1.972,1.55,2.81,42.045,4.632875,.84799999,0,1.1698999,-.046884019,0,0,17.268999,4
192,1993,38.52,11.964,7.938,4.023,55.682,43.623123,.55800003,.28999999,1.0402,1.4308444,0,0,5.5580001,2
43,1993,20.826,3.366,1.304,2.789,27.863,6.6272502,.42199999,1.035,1.2318,.48315808,0,0,7.4440002,7
1057,1993,19.975,1.572,1.587,.698,25.453,7.7522502,.43000001,.046,1.0233999,.031501878,0,0,7.02,3
796,1993,21.14,3,.406,-.516,16.906,19.200375,.495,1.735,1.2451,.81368852,0,0,2.8009999,2
1108,1993,22.641,7.908,2.28,1.589,41.084,11.055,1.3329999,1.035,1,.44273663,0,0,8.8520002,5
1508,1993,5.78,0,1.308,.299,5.023,11.812492,.22499999,.48300001,1.6427,1.1706735,0,0,.89999998,2
169,1993,2.66,.081,-.073,-.066,4.66,.94805998,.109,.26199999,1.0765001,.27445865,0,0,1.793,2
1021,1993,4.761,.251,.21,.326,6.814,4.7099919,.19,.45500001,1.1424,.70237178,0,0,2.22,2
1575,1993,323.178,5.978,114.949,65.77800000000001,380.061,1212.075,8.5939999,20.802,4.5229001,3.3106215,0,0,101.848,5
1029,1993,25.638,0,-10.44,-9.561999999999999,2.767,170.46574,.60699999,6.8969998,6.3143001,5.8421774,0,0,5.573,5
1483,1993,41.049,8.744,4.655,5.001,68.545,34.446377,.84500003,0,3.4446001,1.1141897,0,0,5.441,8
928,1993,524.21,1.398,49.272,19.318,730.6319999999999,1204.2205,6.1939998,60.160999,2.7339001,1.7739847,0,0,107.846,2
218,1993,79.899,0,14.409,2.839,102.144,140.33987,.98199999,1.046,1,1.5581156,0,0,8.6370001,2
1354,1993,1.278,.012,-3.714,-3.657,.836,14.53597,.352,1.077,4.6664,11.40295,0,0,2.796,6
721,1993,27.853,0,3.122,1.599,18.015,27.219997,.204,3.2260001,1.378,.19197203,0,0,6.039,7
1237,1993,2.096,.023,-.551,-.308,4.836,2.2379999,.0089999996,.001,1.6779,1.0004771,0,0,1.3609999,5
1504,1993,8.460000000000001,0,.316,.191,8.733000000000001,44.338493,.94999999,.54699999,2.6961999,4.5397749,0,0,3.2279999,6
3062,1993,42.225,0,4.925,5.425,37.644,59.637493,1.224,4.6479998,1.0533,.90937823,0,0,13.363,2
1762,1993,23.969,.502,4.162,-.516,34.773,56.316002,.36700001,2.9660001,1.4953001,1.74321,0,0,7.7620001,2
1658,1993,39.016,0,1.098,-6.541,29.754,72.036247,1.495,2.698,9.0503998,.96089423,0,0,9.6260004,2
1013,1993,2.575,0,.451,-.124,5.054,3.2934999,.043000001,.38699999,1.0214,.58815533,0,0,1.4120001,6
1703,1993,4.888,.542,-.525,-.868,1.809,10.2375,.026000001,.43900001,4.0723,1.55268,0,0,1.2639999,5
1307,1993,343.103,45.668,13.721,1.645,89.657,728.53802,3.132,8.3889999,3.1184001,2.0519173,0,0,31.438999,5
83,1993,14.145,4.687,-12.197,-10.366,3.283,195.478,.212,7.0209999,5.0356998,13.535737,0,0,6.6820002,5
215,1993,5.798,.045,-.221,1.273,9.314,8.5828438,.125,1.248,2.0834999,1.1388141,0,0,3.076,5
759,1993,44.803,18.943,7.579,6.56,65.083,66.875214,.31900001,3.424,1.0252,1.58193,0,0,8.6169996,2
1025,1993,6.427,.823,.917,1.696,18.835,6.5170002,.20200001,0,2.0737,1.2007158,0,0,8.0360003,8
1314,1993,4.555,.429,.444,.422,5.041,74.82756,.79699999,.15000001,1.003,15.897817,0,0,2.859,5
1570,1993,37.674,0,1.116,-4.242,36.984,69.816498,1.998,5.5619998,9.809,1.0289191,0,0,22.375,6
1082,1993,45.345,14.071,1.019,2.845,60.328,9.2894926,1.164,1.45,1.1943001,.090803683,0,0,18.985001,2
1873,1993,119.136,29.375,17.917,43.872,114.384,228.14999,4.1230001,3.602,2.0790999,2.1408894,0,0,12.345,6
958,1993,3795,122,707,593,2818,4932.0181,189.418,451,1.8657,1.2213486,0,0,836.58203,5
874,1993,8.619,.301,-3.395,-.249,12.651,.9193747,.088,.30199999,1.0977,.95212609,0,0,4.7719998,2
29,1993,264.353,94.197,30.147,-15.178,333.359,194.7455,24.497,0,2.1092,.53417021,0,0,115.208,4
492,1993,812.986,125.5,16.661,6.565,97.55500000000001,1067.496,2.4530001,1.2460001,3.9507999,1.4599415,0,0,25.869999,6
859,1993,12.26,.511,2.632,1.781,10.05,11.445,.32699999,.079999998,1.0491,.68654162,0,0,2.984,2
1399,1993,33.855,0,7.009,7.294,28.01,64.855751,3.642,3.109,10.0195,1.1362207,0,0,9.3500004,6
1897,1993,29.628,1.783,3.034,-1.603,18.055,107.15374,1.112,.082999997,1.1336,3.2480674,0,0,6.3369999,7
672,1993,26.636,.467,-3.339,-.899,23.116,41.933289,.082000002,0,1.002,1.7388605,0,0,9.1590004,1
802,1993,24.485,7.398,-2.076,-3.234,7.485,53.662498,.088,1.706,1.477,2.2055748,0,0,4.8740001,5
1590,1993,94.169,1.99,16.578,-3.538,144.265,101.601,1.2079999,7.8499999,12.8402,.38345954,0,0,30.745001,2
1160,1993,9.132,0,.881,.157,15.613,5.6249986,.479,1.24,1,.10249657,0,0,4.737,2
803,1993,77.134,0,11.719,6.686,100.014,85.325623,1.2460001,8.6890001,1.094,.88646543,0,0,22.604,5
1544,1993,27.612,.044,9.038,5.946,66.08199999999999,63.581375,14.702,.94400001,1.3186001,1.9707147,0,0,6.9690003,1
1351,1993,19.137,3.189,-4.408,-7.341,15.926,15.95025,.226,1.563,1.2653,.92575902,0,0,9.3520002,2
805,1993,118.082,.121,25.629,13.25,105.556,269.69351,2.8429999,9.2950001,1.2156,1.7694864,0,0,36.553001,2
1169,1993,585.481,91.428,75.20399999999999,11.091,1198.305,632.69104,35.383999,0,1.4503,.76690108,0,0,309.41101,4
999,1993,24.63,9.369999999999999,4.62,3.949,43.515,29.304123,.93099999,0,3.0423,1.6844143,0,0,2.6159999,8
1110,1993,18.256,1.605,2.527,2.693,35.993,13.325,.44800001,1.327,1.1256,.66931421,0,0,6.8169999,2
791,1993,22.59,0,-9.242000000000001,-9.021000000000001,10.311,99.575996,.58200002,10.379,1.2036999,5.8474102,0,0,4.0480003,1
201,1993,56.419,15.69,6.906,5.934,67.188,22.379499,1.136,1.628,1.5874,.25898191,0,0,30.521,5
1207,1993,37.978,0,-3.536,2.507,59.832,12.421977,1.595,1.2970001,1.0003999,-.06661813,0,0,19.252001,6
832,1993,25.691,8.615,-4.022,-2.813,46.19,40.615002,1.353,5.7069998,2.7224,1.8335215,0,0,20.367001,2
1293,1993,88.85899999999999,0,21.901,13.98,93.38500000000001,301.2825,2.437,5.1869998,5.3048,2.6067646,0,0,23.537001,2
1152,1993,75.43899999999999,6.083,14.628,-8.348000000000001,121.364,115.08823,.42899999,.56900001,1.3949,1.2025244,0,0,35.292,1
1506,1993,134.067,69.381,21.344,14.357,152.818,65.541,1.125,11.019,1.4443001,1.089485,0,0,47.558998,7
1469,1993,146.792,.326,28.437,-7.412,189.157,386.138,9.967,14.524,6.7104001,2.1547155,0,0,35.529999,2
970,1993,25.245,0,3.273,-.131,24.35,40.015751,.36500001,2.9300001,1.0391999,.90397108,0,0,7.1729999,2
1365,1993,12.755,.492,-9.836,-5.48,10.305,40.421982,2.651,2.7460001,7.4341998,3.5971761,0,0,9.3070002,5
919,1993,24.968,.487,4.141,3.554,33.782,18.598499,.44400001,1.608,1.01,.32647789,0,0,8.7449999,7
19,1993,41.855,0,10.966,6.309,39.189,230.31799,1.623,2.4909999,1,4.7680564,0,0,13.044,2
906,1993,26.005,8.798,4.43,-3.825,28.005,78.011253,.32699999,.81699997,4.1146998,2.8609209,0,0,10.309,5
1219,1993,419.615,62.077,39.035,-23.392,359.98,434.98184,7.0250001,23.056999,4.0110002,.84677583,0,0,117.917,2
1737,1993,11.712,4.8,-4.198,-9.481999999999999,8.119999999999999,31.579,.92299998,.41800001,1.0132999,2.2867146,0,0,1.948,2
839,1993,18.063,.652,-.636,4.612,19.899,10.714375,.37,1.056,1.0546,.22750235,0,0,5.3940001,2
1833,1993,51.901,.15,11.569,-4.403,57.086,173.25,2.6849999,.68800002,2.3836999,2.5337083,0,0,15.279,1
692,1993,94.834,5.165,14.992,19.085,118.245,103.07996,1.406,11.069,4.4614,1.1028847,0,0,79.303001,6
1411,1993,18.338,.907,-.176,-1.888,28.233,14.84375,1.763,0,1.2517999,.84675264,0,0,10.781,4
819,1993,87.861,5.06,8.379,1.006,99.044,56.238125,1.179,8.1529999,1.857,.3203142,0,0,25.343,2
1585,1993,138.438,50,27.722,11.18,184.451,129.98849,8.8109999,1.499,1.2801,.90638047,0,0,19.933001,1
821,1993,77.956,1.805,10.771,3.578,107.17,74.236504,2.427,16.754,4.4709001,.55389577,0,0,24.414,2
111,1993,25.643,0,4.848,1.859,38.237,37.91,.96200001,.74900001,1.0135,.82537144,0,0,7.427,2
1300,1993,806.804,226.25,139.712,65.836,1041.857,641.19751,63.056999,8.0489998,1.0167,1.0310081,0,0,186.69301,2
1870,1993,10.047,.312,.191,.668,6.934,86.176498,.53100002,1.119,2.4037001,8.0934105,0,0,1.615,6
2229,1993,166.467,33.503,19.914,-.889,380.693,123.1995,4.8670001,0,1.2191,.55609518,0,0,66.039001,4
1494,1993,43.975,8.842000000000001,-12.209,-5.098,26.364,62.168991,.052999999,9.632,3.2464001,1.2381806,0,0,7.401,2
1694,1993,56.05,6.48,5.648,-16.08,184.054,28.7775,3.2780001,0,1.7323,.30973238,0,0,15.088,3
1426,1993,154.063,59.609,4.083,29.76,313.899,137.99425,61.279999,2.589,1.1469001,.91001248,0,0,25.423,1
182,1993,51.616,0,7.879,2.944,76.26000000000001,55.16925,.99800003,15.819,4.2842999,.77240098,0,0,24.201,6
1493,1993,42.171,6.131,-9.446999999999999,-8.076000000000001,23.719,34.023308,.107,10.932,5.8934002,.78526253,0,0,7.1399999,7
1408,1993,159.199,5.687,52.615,35.243,309.749,1085.3215,9.3199997,0,9.5286999,6.7319303,0,0,2.9050002,8
2736,1993,17.716,1.737,1.487,-.005,20.393,9.5579996,.178,.003,1.2146,.32795215,0,0,3.6949999,2
1622,1993,191.27,114.841,19.695,8.949,127.266,47.567249,7.5359998,0,1.1164,.95746982,0,0,-.92999977,8
1149,1993,24.254,1.972,1.55,2.81,42.045,4.632875,.84799999,0,1.1698999,-.046884019,0,0,17.268999,4
1581,1993,57.098,.137,-.345,-8.678000000000001,18.654,247.32401,.79000002,3.2219999,4.7213001,3.9176505,0,0,8.4029999,2
1776,1993,249.83,116.036,8.108000000000001,19.86,59.227,795.79126,3.6949999,.47,7.3587999,3.2423017,0,0,32.041,8
682,1993,1001.935,204.77,94.505,69.63,874.917,911.42975,6.3000002,19.799999,1.0519,.85953057,0,0,92.403999,2
1816,1993,148.283,.193,3.106,14.32,195.413,43.484001,1.648,13.053,1.8694,-.17063318,0,0,52.975998,5
196,1993,244.536,93.35899999999999,29.708,28.397,429.143,46.1535,4.7639999,3.5710001,1.0256,.21959752,0,0,105.144,1
1262,1993,155.757,0,39.674,31.794,140.279,668.362,1.035,16.847,7.5632,3.6818056,0,0,32.067001,2
3124,1993,24.348,0,-5.142,-.167,18.269,6.6307502,.93000001,0,1,-.30036348,0,0,17.059999,6
837,1993,902.273,24.54,170.147,114.565,687.222,1944.0553,7.8590002,40.035999,1.0663,1.9684367,0,0,254.739,2
1633,1993,193.294,80.90600000000001,35.877,30.391,160.712,255.4845,2.3110001,4.8080001,1.0693001,1.6628271,0,0,29.247999,2
223,1993,1.698,0,-2.144,-1.011,1.467,6.2844734,.336,.72299999,1.1522,3.8842599,0,0,1.602,7
1235,1993,658.261,129.334,160.134,68.565,645.283,2058.6726,14.991,24.108999,3.3196001,2.974719,0,0,134.043,5
1761,1993,73.694,12.941,9.808999999999999,6.129,105.809,35.728001,7.5749998,1.386,1.9069,.053206503,0,0,16.658001,2
1789,1993,241.908,34.997,41.137,20.402,253.567,328.59674,5.8660002,2.526,1.2176,1.2145557,0,0,48.146,1
1678,1993,7.671,1.277,-1.958,-1.686,8.028,19.980455,.20100001,.84399998,1.0311,2.6367431,0,0,3.8940001,2
1682,1993,24.594,0,2.075,5.107,31.081,48.060234,.433,2.5899999,1.0961,1.6688719,0,0,12.002,2
961,1993,17.413,3.287,5.512,.823,32.748,33.668999,.50300002,.31600001,1.0558,1.4525355,0,0,6.3589997,1
133,1993,5.105,0,-1.403,-.755,7.251,54.466499,.093999997,.85299999,3.1294999,10.007737,0,0,3.688,5
36,1993,19.821,.305,-1.454,-3.502,33.158,16.90325,.53200001,4.5619998,1.7217,.42547047,0,0,10.446,5
